id;nombre;desarrollador;jugadores;genero;PEGI;plataforma;ano_salida;descripcion
920;"Saiki Kusuo no Psi Nan: Shijou Psi-dai no Psi Nan?!";"BANDAI NAMCO Entertainment";"1";"Aventura, Anime";"RP";"3DS";"TBD";"Únete a Saiki Kusuo en una nueva aventura en Saiki Kusuo no Psi Nan: Shijou Psi-dai no Psi Nan?!. Experimenta la historia, descubre poderes y vive la emoción del juego de aventuras anime en este título próximo para 3DS."
921;"Cazapalabras";"MAG Interactive";"1-4";"Palabras, Puzzle";"E";"Android, iOS";"2012";"Encuentra palabras en Cazapalabras. Forma términos, compite con amigos y vive la emoción del juego de palabras y puzzle en este título para Android e iOS."
922;"Hitman Go";"Square Enix Montreal";"1";"Estrategia, Puzzles";"E10+";"Android, iOS, PC, PS4, PSVita";"2014";"Planea asesinatos en Hitman Go. Mueve piezas, evita enemigos y vive la emoción de la estrategia y puzzles en este juego para Android, iOS, PC, PS4 y PSVita."
923;"Profesor Layton y el Futuro Perdido";"Level-5";"1";"Aventura Gráfica, Puzzle";"E";"DS";"2008";"Resuelve misterios en Profesor Layton y el Futuro Perdido. Descifra acertijos, sigue pistas y vive la emoción de la aventura gráfica y puzzle en este juego para DS."
924;"FIFA 13";"EA Vancouver";"1-4";"Deportes, Fútbol";"E";"PC, PS3, Wii, Xbox 360";"2012";"Juega al fútbol en FIFA 13. Participa en partidos, mejora habilidades y vive la emoción de los deportes en este juego para PC, PS3, Wii y Xbox 360."
925;"The Town of Light";"LKA";"1";"Aventura, Indie";"M";"PC, PS4, Xbox One";"2016";"Explora el pasado en The Town of Light. Recorre asilos, descubre secretos y vive la emoción de la aventura indie en este juego para PC, PS4 y Xbox One."
926;"Theseus";"Forgotten Mines";"1";"Aventura, VR";"RP";"PC, PS4";"2017";"Enfrenta al Minotauro en Theseus. Explora laberintos, sobrevive a peligros y vive la emoción de la aventura en realidad virtual en este juego para PC y PS4."
927;"Grand Kingdom";"Monochrome Corporation";"1";"Rol, Estrategia";"T";"PS4, PSVita";"2015";"Lucha por la gloria en Grand Kingdom. Forma equipos, participa en batallas y vive la emoción del juego de rol y estrategia en este título para PS4 y PSVita."
928;"Spyro: La Fuerza del Dragón";"Etranges Libellules";"1";"Aventura, Plataformas";"E10+";"DS, PS2, PS3, PSP, Wii, Xbox 360";"2008";"Acompaña a Spyro en Spyro: La Fuerza del Dragón. Explora mundos, derrota enemigos y vive la emoción de la aventura y plataformas en este juego para DS, PS2, PS3, PSP, Wii y Xbox 360."
929;"Hora Aventuras Piratas Enchiridión";"Cartoon Network";"1";"Aventura, RPG";"E10+";"3DS";"2015";"Vive una nueva aventura en Hora Aventuras Piratas Enchiridión. Encuentra tesoros, conoce personajes y vive la emoción del RPG y aventura en este juego para 3DS."
930;"Alone in the Dark: Illumination";"Pure FPS";"1-4";"Acción, Aventura";"M";"PC";"2015";"Enfréntate a criaturas en Alone in the Dark: Illumination. Usa armas, colabora con otros jugadores y vive la emoción de la acción y aventura en este juego para PC."
931;"A.O.T. 2";"Omega Force";"1-8";"Acción, Anime";"M";"PC, PS4, Switch, Xbox One";"2018";"Únete a la lucha en A.O.T. 2. Enfrenta titanes, explora entornos y vive la emoción del anime y acción en este juego para PC, PS4, Switch y Xbox One."
932;"A.O.T.";"Omega Force";"3";"Acción, Anime";"Mature";"DS";"2010";"Vive la historia de Attack on Titan en A.O.T. Juega como Eren, Mikasa y otros personajes, combate titanes y experimenta la emoción del anime y acción en este juego para DS."
933;"Harvest Moon: Un Mundo Único";"Natsume";"1";"Simulación, RPG";"E";"Switch";"2022";"Cultiva tu granja en Harvest Moon: Un Mundo Único. Cuida animales, haz amigos y vive la emoción de la simulación y RPG en este juego para Switch."
934;"PlayStation VR Worlds";"SIE London Studio";"1-4";"VR, Colección";"T";"PS4";"2016";"Explora mundos en PlayStation VR Worlds. Sumérgete en experiencias virtuales, disfruta de juegos y vive la emoción de la realidad virtual en este título para PS4."
935;"Chef Life";"Culinary Arts Studio";"1-2";"Simulación, Cocina";"RP";"PC";"2021";"Conviértete en chef en Chef Life. Prepara recetas, gestiona tu restaurante y vive la emoción de la simulación y cocina en este juego para PC."
936;"Football Manager 2016";"Sports Interactive";"1";"Deportes, Simulación";"E";"PC";"2015";"Dirige tu equipo en Football Manager 2016. Toma decisiones, compite en ligas y vive la emoción de la gestión deportiva en este juego para PC."
937;"Horsez 2";"Ubisoft";"1";"Simulación, Cuidado de animales";"E";"DS, PC, PS2, Wii";"2007";"Cuida caballos en Horsez 2. Participa en competiciones, cuida de tus animales y vive la emoción de la simulación y cuidado de animales en este juego para DS, PC, PS2 y Wii."
938;"OlliOlli: Switch Stance";"Roll7";"1";"Deportes, Indie";"E";"Switch";"2019";"Realiza trucos en OlliOlli: Switch Stance. Haz acrobacias, supera desafíos y vive la emoción del deporte extremo en este juego para Switch."
939;"Remothered: Broken Porcelain";"Stormind Games";"1";"Aventura, Survival Horror";"M";"PC, PS4, Xbox One";"2020";"Sobrevive al horror en Remothered: Broken Porcelain. Escapa de peligros, resuelve misterios y vive la emoción de la aventura y survival horror en este juego para PC, PS4 y Xbox One."
940;"Invizimals: El Reino Escondido";"Novarama";"1";"Aventura, Realidad Aumentada";"E10+";"PS3";"2013";"Captura criaturas en Invizimals: El Reino Escondido. Usa la realidad aumentada, encuentra especies y vive la emoción de la aventura en este juego para PS3."
941;"Stay Close";"Blazing Griffin";"1-2";"Acción, Aventura";"Mature";"PC";"2018";"Mantente cerca en Stay Close. Adéntrate en la oscuridad, enfrenta peligros y vive la intensidad de la acción y la aventura en este juego para PC."
942;"Real Boxing";"Vivid Games";"1-2";"Deportes, Lucha";"T";"PC, PS Vita, iOS, Android";"2012";"Enfréntate en el ring en Real Boxing. Crea tu propio boxeador, lucha por la victoria y vive la emoción de la simulación de boxeo en este juego para PC, PS Vita, iOS y Android."
943;"Dokapon Kingdom";"Sting Entertainment";"1-4";"Tablero, RPG";"E10+";"Wii, PS2";"2007";"Embárcate en una épica odisea en Dokapon Kingdom. Conquista reinos, enfréntate a monstruos y vive la diversión del juego de tablero y RPG en Wii y PS2."
944;"WWII: Pacific Heroes";"Midway Games";"1";"Simulación, Acción";"E";"PC";"2004";"Participa en batallas aéreas en WWII: Pacific Heroes. Pilotea aviones de combate, derriba enemigos y vive la emoción de la simulación y la acción en este juego para PC."
945;"IXION";"Atlus";"1";"Rol";"Teen";"PS";"1990";"Embárcate en una búsqueda épica en IXION. Explora mundos fantásticos, enfrenta enemigos y vive la emoción del rol en este juego clásico para PS."
946;"Hitman: Sniper Challenge";"IO Interactive";"1";"Acción, Sigilo";"Mature";"PC, PS3, Xbox 360";"2012";"Demuestra tu puntería en Hitman: Sniper Challenge. Completa objetivos, elimina blancos y vive la intensidad del sigilo y la acción en este juego para PC, PS3 y Xbox 360."
947;"Super Smash Bros. Brawl";"Nintendo";"1-4";"Lucha";"T";"Wii";"2008";"Enfréntate en batallas épicas en Super Smash Bros. Brawl. Elige a tu personaje favorito, lucha contra amigos y vive la emoción de la lucha en este juego de lucha para Wii."
948;"Il-2 Sturmovik: Battle of Stalingrad";"1C Entertainment";"1";"Simulación, Acción";"Teen";"PC";"2013";"Participa en intensas batallas aéreas en Il-2 Sturmovik: Battle of Stalingrad. Pilotea aviones históricos, enfrenta enemigos y vive la emoción de la simulación y la acción en este juego para PC."
949;"Awkward";"Snap Finger Click";"1-6";"Partido";"E";"PS, Xbox, Switch";"2018";"Disfruta de momentos incómodos en Awkward. Juega con amigos, responde preguntas embarazosas y vive la diversión del juego de fiesta en PS, Xbox y Switch."
950;"Dangerous Driving";"Three Fields Entertainment";"1-6";"Carreras";"E10+";"PC, PS4, Xbox One";"2019";"Participa en emocionantes carreras en Dangerous Driving. Conduce a toda velocidad, realiza acrobacias y vive la adrenalina de la competición en este juego para PC, PS4 y Xbox One."
951;"Outcast - Second Contact";"Fresh3D";"1";"Acción, Aventura";"Teen";"PC, PS4, Xbox One";"2017";"Explora mundos alienígenas en Outcast - Second Contact. Cumple misiones, descubre secretos y vive la emoción de la acción y la aventura en este juego para PC, PS4 y Xbox One."
952;"Onechanbara: Bikini Samurai Squad";"Tamsoft";"1-2";"Acción, Hack and Slash";"Mature";"Xbox 360";"2009";"Enfréntate a hordas de enemigos en Onechanbara: Bikini Samurai Squad. Controla a letales guerreras, ejecuta combos y vive la acción del hack and slash en este juego para Xbox 360."
953;"Twisted Metal Black";"Incognito Entertainment";"1-4";"Vehicular, Acción";"Mature";"PS2";"2001";"Participa en caóticos combates vehiculares en Twisted Metal Black. Elige tu vehículo armado, destruye oponentes y vive la intensidad de la acción en este juego para PS2."
954;"Stela";"SkyBox Labs";"1";"Plataformas, Puzzle";"E10+";"PC, Xbox, Switch";"2019";"Embárcate en una emocionante aventura en Stela. Supera desafíos, descubre misterios y vive la emoción de las plataformas y los puzzles en este juego para PC, Xbox y Switch."
955;"theHunter: Primal";"Expansive Worlds";"1";"Simulación, Caza";"Teen";"PC";"2015";"Explora un mundo prehistórico en theHunter: Primal. Caza dinosaurios, sobrevive en la naturaleza y vive la emoción de la simulación de caza en este juego para PC."
956;"Dragon Age: Origins";"BioWare";"1";"RPG";"Mature";"PC, PS3, Xbox 360";"2009";"Embárcate en una épica odisea en Dragon Age: Origins. Crea tu héroe, forma alianzas y vive la emoción del RPG en este juego para PC, PS3 y Xbox 360."
957;"Caller's Bane";"Mojang";"1-2";"Cartas, Estrategia";"E10+";"PC, iOS, Android";"2018";"Sumérgete en batallas de cartas en Caller's Bane. Construye mazos, desafía a oponentes y vive la estrategia de este juego de cartas para PC, iOS y Android."
958;"Need for Speed Hot Pursuit";"Criterion Games";"1-8";"Carreras";"E10+";"PC, PS3, Xbox 360";"2010";"Vive persecuciones a alta velocidad en Need for Speed Hot Pursuit. Conduce autos de lujo, escapa de la policía y vive la emoción de las carreras en este juego para PC, PS3 y Xbox 360."
959;"Silent World";"YuanWork's";"1";"Aventura, Indie";"Mature";"PC";"2018";"Sumérgete en un mundo postapocalíptico en Silent World. Explora paisajes desolados, enfrenta peligros y vive la intensidad de la aventura indie en este juego para PC."
960;"Inkulinati";"Yaza Games";"1-2";"Estrategia, Arte";"E10+";"PC";"2021";"Participa en batallas artísticas en Inkulinati. Despliega personajes dibujados, usa estrategia y vive la creatividad en este juego de estrategia para PC."
961;"The Evil Within: The Consequence";"Tango Gameworks";"1";"Survival Horror";"Mature";"PC, PS3, PS4, Xbox 360, Xbox One";"2015";"Enfréntate a horrores sobrenaturales en The Evil Within: The Consequence. Resuelve misterios, escapa de criaturas aterradoras y vive la tensión del survival horror en este juego para PC, PS3, PS4, Xbox 360 y Xbox One."
962;"Hearts of Iron IV: Death or Dishonor";"Paradox Interactive";"1";"Estrategia";"E";"PC";"2017";"Participa en eventos históricos en Hearts of Iron IV: Death or Dishonor. Toma decisiones cruciales, lidera naciones y vive la emoción de la estrategia en este juego para PC."
963;"ACB Total 2010-2011";"BGS Total";"1";"Deportes";"E";"PC";"2010";"Sumérgete en la emoción del baloncesto en ACB Total 2010-2011. Juega partidos, compite en la liga y vive la intensidad deportiva en este juego para PC."
964;"Aeterna Lucis";"Softpedia";"1-2";"Aventura, Indie";"E";"PC";"2015";"Embárcate en una aventura luminosa en Aeterna Lucis. Resuelve acertijos, descubre secretos y vive la experiencia indie en este juego para PC."
965;"Brothers In Arms Hell’s Highway";"Gearbox Software";"1-20";"FPS, Acción";"Mature";"PC, PS3, Xbox 360";"2008";"Enfréntate a la realidad de la guerra en Brothers In Arms Hell’s Highway. Lidera escuadrones, participa en batallas y vive la intensidad del FPS y la acción en este juego para PC, PS3 y Xbox 360."
966;"Corpse Party: Book of Shadows";"Team GrisGris";"1";"Aventura, Terror";"Mature";"PSP, PS Vita";"2011";"Sumérgete en una historia terrorífica en Corpse Party: Book of Shadows. Explora lugares escalofriantes, enfrenta peligros y vive la intensidad del terror en este juego para PSP y PS Vita."
967;"Trauma Center: New Blood";"Atlus";"1-2";"Simulación, Acción";"Teen";"Wii";"2007";"Conviértete en un cirujano experto en Trauma Center: New Blood. Realiza cirugías, salva vidas y vive la emoción de la simulación y la acción en este juego para Wii."
968;"Red Dead Online";"Rockstar Games";"1-32";"Acción, Multijugador";"Mature";"PC, PS4, Xbox One";"2018";"Explora el salvaje oeste en Red Dead Online. Forma tu banda, completa misiones y vive la experiencia multijugador en este juego para PC, PS4 y Xbox One."
969;"Absolute Supercars";"Eutechnyx";"1-16";"Carreras";"E";"PS3";"2011";"Conduce supercoches en Absolute Supercars. Participa en campeonatos, mejora tus vehículos y vive la emoción de las carreras en este juego para PS3."
970;"Root Letter: Last Answer";"Kadokawa Games";"1";"Aventura, Novela visual";"Mature";"PC, PS4, PS Vita, Switch";"2016";"Descubre secretos en Root Letter: Last Answer. Investiga misterios, toma decisiones y vive la emoción de la novela visual en este juego para PC, PS4, PS Vita y Switch."
971;"Yakuza 1 & 2 HD Edition";"SEGA";"1";"Acción, Aventura";"Mature";"PS3, Wii U";"2012";"Embárcate en la mafia japonesa en Yakuza 1 & 2 HD Edition. Explora ciudades, enfrenta enemigos y vive la acción y la aventura en este juego para PS3 y Wii U."
972;"Rhythm Paradise Megamix";"Nintendo";"1";"Música, Ritmo";"E";"3DS";"2016";"Disfruta de ritmos adictivos en Rhythm Paradise Megamix. Supera desafíos musicales, desbloquea canciones y vive la diversión en este juego para 3DS."
973;"Dungeon Blitz";"Blue Mammoth Games";"1";"RPG, Acción";"E";"PC";"2012";"Adéntrate en mazmorras en Dungeon Blitz. Combate contra criaturas, mejora a tu héroe y vive la emoción del RPG y la acción en este juego para PC."
974;"Spelunky 2";"Mossmouth";"1-4";"Plataformas, Roguelike";"Teen";"PC, PS4";"2020";"Explora cuevas peligrosas en Spelunky 2. Supera desafíos, descubre tesoros y vive la emoción del roguelike en este juego para PC y PS4."
975;"Air Aces Pacific";"A2A Simulations";"1-32";"Simulación, Vuelo";"E";"PC";"2010";"Participa en combates aéreos en Air Aces Pacific. Pilotea aviones de la Segunda Guerra Mundial, derriba enemigos y vive la emoción de la simulación de vuelo en este juego para PC."
976;"One Piece: Pirate Warriors";"Omega Force";"1-2";"Acción, Hack and Slash";"Teen";"PS3";"2012";"Embárcate en aventuras piratas en One Piece: Pirate Warriors. Lucha contra hordas de enemigos, utiliza habilidades únicas y vive la emoción del hack and slash en este juego para PS3."
977;"Messerschmitt Me262";"Majesco Entertainment";"1-2";"Vuelo, Simulación";"E";"Wii";"2007";"Pilotea aviones históricos en Messerschmitt Me262. Participa en combates aéreos, completa misiones y vive la emoción de la simulación de vuelo en este juego para Wii."
978;"Super Paper Mario";"Intelligent Systems";"1-4";"Plataformas, RPG";"E";"Wii";"2007";"Explora dimensiones en Super Paper Mario. Resuelve acertijos, derrota enemigos y vive la combinación de plataformas y RPG en este juego para Wii."
979;"Unit 13";"Zipper Interactive";"1-2";"Acción, Shooter";"Mature";"PS Vita";"2012";"Forma parte de una unidad táctica en Unit 13. Completa misiones, utiliza estrategias y vive la emoción del shooter en este juego para PS Vita."
980;"Supreme Commander 2";"Gas Powered Games";"1-4";"Estrategia, Ciencia ficción";"Teen";"PC, Xbox 360";"2010";"Comanda ejércitos en Supreme Commander 2. Desarrolla tecnologías, conquista planetas y vive la estrategia en este juego para PC y Xbox 360."
981;"Relayer";"Kadokawa Games";"1";"RPG, Estrategia";"Teen";"PC, PS4, Switch";"2021";"Descubre los misterios del espacio en Relayer. Participa en batallas tácticas, recluta androides y vive la emoción del RPG y la estrategia en este juego para PC, PS4 y Switch."
982;"El Doctor Lautrec";"Konami";"1";"Aventura, Puzzle";"Teen";"3DS";"2011";"Resuelve enigmas en El Doctor Lautrec. Explora lugares históricos, descubre secretos y vive la emoción del puzzle y la aventura en este juego para 3DS."
983;"Romancing SaGa 2";"Square Enix";"1";"RPG";"Teen";"PC, PS Vita, Switch";"2010";"Embárcate en una épica aventura en Romancing SaGa 2. Desarrolla tu reino, recluta héroes y vive la emoción del RPG en este juego para PC, PS Vita y Switch."
